head,tail,label,predict
Q950630,Q659697,publisher,publisher
Q7290779,Q5502917,publisher,publisher
Q7353365,Q1045344,publisher,publisher
Q846051,Q18594,publisher,NA
Q1415970,Q739552,publisher,publisher
Q5333023,Q25245302,publisher,publisher
Q3401632,Q2274654,publisher,publisher
Q18185769,Q1156046,publisher,publisher
Q17017220,Q3777164,publisher,publisher
Q22019785,Q3137798,publisher,publisher
Q1180815,Q553658,publisher,publisher
Q6948921,Q1343212,publisher,record label
Q16927774,Q527336,publisher,publisher
Q1014915,Q149947,publisher,NA
Q1886657,Q2556363,publisher,publisher
Q1367841,Q844822,publisher,publisher
Q1367841,Q844822,publisher,publisher
Q1367841,Q844822,publisher,publisher
Q100042,Q3796545,publisher,publisher
Q3312707,Q3627870,publisher,publisher
Q4011228,Q921536,publisher,publisher
Q39515603,Q912887,publisher,publisher
Q2444091,Q679933,publisher,publisher
Q1768176,Q9067104,publisher,publisher
Q4658447,Q73820,publisher,publisher
Q3321552,Q2300984,publisher,publisher
Q6878842,Q12005242,publisher,publisher
Q1962302,Q2920594,publisher,publisher
Q6582527,Q45700,publisher,publisher
Q626348,Q1155260,publisher,publisher
Q1974230,Q94912,publisher,publisher
Q1974230,Q94912,publisher,publisher
Q3532107,Q85355,publisher,publisher
Q1274056,Q339228,publisher,publisher
Q2615234,Q216611,publisher,publisher
Q6840043,Q912887,publisher,publisher
Q2009998,Q1827127,publisher,developer
Q1063119,Q8093,publisher,publisher
Q5437296,Q1574191,publisher,NA
Q19892181,Q91245,director,NA
Q1077160,Q55424,director,director
Q16252245,Q6319381,director,director
Q312951,Q7508209,director,NA
Q446538,Q96642,director,director
Q1937942,Q2485055,director,NA
Q5351414,Q7159955,director,director
Q622742,Q259913,director,director
Q6168169,Q616886,director,director
Q17077694,Q7166568,director,director
Q28127581,Q273962,director,NA
Q7371867,Q1190439,director,director
Q18199330,Q312988,director,NA
Q1218719,Q31225,director,director
Q2013519,Q3194686,director,director
Q3548026,Q76552,director,director
Q2226180,Q6371796,director,director
Q2979521,Q677352,director,NA
Q1989818,Q55282,director,director
Q5087985,Q3349876,director,NA
Q953162,Q332315,director,NA
Q3794523,Q55462,director,director
Q16746276,Q1095721,director,NA
Q5099117,Q519772,director,NA
Q3175919,Q961416,director,director
Q7776600,Q643246,director,NA
Q1045388,Q344854,director,NA
Q1887799,Q491809,director,NA
Q4353738,Q1203444,director,director
Q20874856,Q5090830,director,director
Q26821183,Q44131,director,director
Q16964043,Q369424,director,director
Q18127889,Q3524112,director,director
Q5451403,Q1553610,director,NA
Q927048,Q83158,director,NA
Q127021,Q19504,director,director
Q25069,Q57316,director,director
Q3842260,Q55221,director,director
Q425719,Q55402,director,NA
Q1201141,Q1363428,director,director
Q3057240,Q2896206,director,director
Q50937,Q313341,director,director
Q16249291,Q4806159,director,director
Q6377916,Q2943813,director,director
Q7083095,Q3520413,director,NA
Q19894724,Q6480060,director,director
Q590869,Q3098618,director,director
Q6935262,Q7426299,director,NA
Q212792,Q1077862,director,director
Q7694570,Q16745302,director,director
Q1786324,Q8312,director,director
Q3112204,Q52411,director,NA
Q465192,Q715330,director,director
Q1653284,Q343293,director,director
Q2705467,Q1647046,director,NA
Q180706,Q44131,director,director
Q7395714,Q7635672,director,director
Q1217852,Q469233,director,NA
Q5097852,Q673315,director,director
Q593,Q694259,director,NA
Q4811843,Q735504,director,director
Q485890,Q495879,director,composer
Q42317854,Q7282937,director,NA
Q4657598,Q55249,director,NA
Q19824674,Q28008589,director,director
Q1455280,Q240872,director,director
Q1648536,Q784641,director,director
Q267721,Q1340565,director,screenwriter
Q3208293,Q2965692,director,director
Q971985,Q41136,director,director
Q7578065,Q598995,director,director
Q212123,Q25089,director,NA
Q5364619,Q7462513,director,NA
Q5611641,Q5090830,director,director
Q540186,Q345379,director,NA
Q3421602,Q346508,director,NA
Q3521550,Q3196035,director,director
Q21999884,Q2744009,director,director
Q19516316,Q2832448,director,NA
Q12357584,Q470104,director,director
Q471864,Q51461,director,NA
Q18459017,Q3343689,director,director
Q27958239,Q103788,director,director
Q25503,Q167475,director,director
Q7426115,Q7530222,director,director
Q18129270,Q26251242,director,NA
Q432526,Q8877,director,director
Q19364784,Q7288645,director,director
Q2905692,Q84920,director,director
Q17511515,Q9145474,director,director
Q6968410,Q16259224,director,director
Q15648198,Q18350026,director,director
Q5651369,Q4838072,director,director
Q182212,Q275402,director,director
Q935399,Q3089275,director,NA
Q1766802,Q19504,director,NA
Q28790192,Q11005355,director,NA
Q17118813,Q61859,director,NA
Q211372,Q72717,director,director
Q3790790,Q938068,director,director
Q1137931,Q51581,director,NA
Q7292579,Q6378953,director,director
Q320814,Q55412,director,director
Q18603035,Q1421655,director,NA
Q699679,Q51461,director,NA
Q3071387,Q3200413,director,director
Q5478692,Q459349,director,NA
Q3840466,Q1339271,director,NA
Q21784198,Q22277556,director,NA
Q7242260,Q127800,director,screenwriter
Q2261553,Q51114,director,director
Q19572219,Q16746547,director,director
Q2085736,Q461079,director,NA
Q8062170,Q47027678,director,NA
Q4661534,Q6167643,director,director
Q3731438,Q433960,director,NA
Q5277185,Q358804,director,NA
Q5917580,Q8030048,director,director
Q3025807,Q460223,director,director
Q537407,Q3531686,director,director
Q4471,Q784641,director,NA
Q17054698,Q1138125,director,NA
Q19833751,Q7283588,director,director
Q29590,Q843049,director,director
Q23999294,Q784009,director,director
Q458656,Q51559,director,director
Q1636893,Q1932687,director,composer
Q18153262,Q549017,director,NA
Q503046,Q853,director,NA
Q7133126,Q71942,director,NA
Q2528045,Q3089275,director,NA
Q2156798,Q77977,director,director
Q1667482,Q512103,director,NA
Q1196176,Q90069,director,director
Q1759183,Q3195099,director,director
Q6750758,Q7508209,director,director
Q626851,Q189526,director,director
Q5268561,Q1391329,director,NA
Q4379298,Q314067,director,director
Q7975807,Q457269,director,director
Q2394526,Q282000,director,NA
Q3421612,Q356998,director,director
Q6937729,Q374091,director,NA
Q6496466,Q3556003,director,director
Q736508,Q116236,director,NA
Q4997911,Q323668,director,director
Q18611409,Q19663741,director,director
Q15032092,Q48699392,director,director
Q1372845,Q358356,director,director
Q8072330,Q539302,director,director
Q4535703,Q5240952,director,director
Q577757,Q51535,director,NA
Q5223263,Q504656,director,director
Q676039,Q51114,director,director
Q21396120,Q15733800,director,NA
Q1752478,Q51570,director,director
Q6494438,Q3305871,director,director
Q7141391,Q5250484,director,NA
Q502067,Q1181116,director,director
Q3147711,Q2273100,director,director
Q7783790,Q314882,director,director
Q5089617,Q7427518,director,director
Q27703176,Q3269591,director,NA
Q18397,Q7371,director,director
Q232003,Q55443,director,director
Q2925981,Q2381374,director,NA
Q1169098,Q51461,director,director
Q5104927,Q725970,director,director
Q18703217,Q3740804,director,director
Q1211716,Q707755,director,director
Q1632040,Q1381702,director,director
Q6172740,Q769826,director,director
Q17220781,Q533492,director,director
Q3990934,Q1343838,director,screenwriter
Q3427499,Q538608,director,NA
Q764760,Q471402,director,director
Q27590651,Q3595535,director,NA
Q80204,Q118817,director,NA
Q326472,Q5262979,director,NA
Q7501030,Q6186790,director,director
Q864592,Q470779,director,director
Q3317033,Q2033012,director,director
Q5509114,Q7827769,director,director
Q7758789,Q3161013,director,director
Q570966,Q453371,director,director
Q16248228,Q6374810,director,NA
Q6155093,Q6444153,director,NA
Q6353939,Q7505974,director,director
Q2042612,Q453683,director,director
Q375306,Q55410,director,NA
Q23044935,Q5049076,director,director
Q16255140,Q6374810,director,NA
Q7658379,Q48987,director,director
Q158398,Q2063309,director,director
Q1679822,Q951671,director,NA
Q166031,Q61347,director,director
Q785031,Q311263,director,director
Q4764442,Q3534902,director,NA
Q679373,Q51559,director,director
Q16251730,Q7296643,director,director
Q42049520,Q367073,director,NA
Q4900673,Q4838072,director,director
Q3430569,Q55249,director,director
Q18391284,Q6342964,director,director
Q3418172,Q12977997,director,director
Q1503132,Q229990,director,NA
Q16968681,Q32522,director,NA
Q16255160,Q16842481,director,director
Q4941,Q223233,director,NA
Q6727623,Q6727414,director,director
Q9020056,Q7344931,director,screenwriter
Q2889757,Q2657842,director,NA
Q4974754,Q3288218,director,NA
Q1283552,Q2057920,director,director
Q7621367,Q6709060,director,director
Q14932750,Q888535,director,NA
Q12101269,Q5702654,director,director
Q18351549,Q5101343,director,director
Q2657071,Q1999598,director,director
Q4831133,Q6893544,director,director
Q7291638,Q6480060,director,director
Q17426184,Q440887,director,director
Q4006071,Q23844,director,director
Q2939523,Q1789937,director,director
Q3311758,Q3103980,director,director
Q23755497,Q459349,director,director
Q5352548,Q55409,director,director
Q3214019,Q269357,director,director
Q20720688,Q7635089,director,director
Q1540966,Q262820,director,director
Q830240,Q79060,director,director
Q204212,Q7374,director,NA
Q2111133,Q56008,director,NA
Q192160,Q191755,director,director
Q4184168,Q2296663,director,NA
Q1539667,Q455279,director,NA
Q8068528,Q3319134,director,director
Q27975978,Q737827,director,director
Q2165092,Q262820,director,NA
Q14783869,Q82275,director,NA
Q621493,Q1691304,director,NA
Q502655,Q106685,director,director
Q20814549,Q4790711,director,director
Q7130282,Q7377749,director,director
Q190956,Q51525,director,NA
Q3429533,Q4832492,director,director
Q16992145,Q367073,director,director
Q1364691,Q106685,director,NA
Q7144913,Q2332619,director,screenwriter
Q901213,Q312088,director,director
Q1423873,Q725970,director,director
Q542285,Q1010436,director,NA
Q1340986,Q115754,director,director
Q584029,Q3479721,director,NA
Q2929665,Q3384300,director,director
Q7737323,Q670417,director,director
Q59531,Q289054,director,NA
Q3016319,Q3189104,director,director
Q1780896,Q312525,director,NA
Q138084,Q736069,director,NA
Q551552,Q106685,director,NA
Q590308,Q7406391,director,director
Q1530053,Q62678,director,director
Q15713892,Q118817,director,director
Q18709002,Q1306984,director,director
Q13010360,Q16734931,director,director
Q18398204,Q18719493,director,director
Q8021359,Q270560,director,director
Q17150575,Q535018,director,director
Q3223264,Q343865,director,director
Q20538749,Q7626179,director,director
Q4252506,Q106685,director,NA
Q3535880,Q742799,director,director
Q18385794,Q7180471,director,director
Q6913096,Q2031292,director,director
Q5115757,Q508333,director,director
Q954816,Q51552,director,director
Q29025148,Q16746547,director,director
Q7749059,Q282588,director,director
Q3597683,Q1000498,director,director
Q1423563,Q2875168,director,director
Q584789,Q3308460,director,screenwriter
Q4822146,Q55409,director,director
Q6094784,Q7261235,director,director
Q3537831,Q3429883,director,director
Q7745897,Q3371203,director,director
Q6751799,Q364421,director,director
Q2924761,Q55163,director,director
Q16028689,Q72756,director,NA
Q2505015,Q725520,director,NA
Q4261490,Q4477303,director,director
Q6180564,Q5716496,director,director
Q110939980,Q3441421,director,director
Q367076,Q5555636,director,screenwriter
Q7771674,Q6388635,director,NA
Q1848742,Q50764,director,director
Q756416,Q275402,director,director
Q27590115,Q607190,director,director
Q2731453,Q446580,director,director
Q17013433,Q3446294,director,director
Q3887056,Q53040,director,NA
Q7379668,Q3181768,director,director
Q6873046,Q7931385,director,NA
Q7395756,Q2857813,director,director
Q4952759,Q12072216,director,NA
Q1592638,Q315441,director,NA
Q191921,Q1678831,director,screenwriter
Q26720700,Q1282992,director,director
Q9189763,Q3089681,director,NA
Q30647097,Q5673777,director,director
Q523767,Q380237,director,director
Q16247070,Q24053608,director,screenwriter
Q5532417,Q1071497,director,director
Q1216721,Q72756,director,director
Q635848,Q8050423,director,director
Q4725601,Q3418267,director,director
Q495850,Q6415415,director,director
Q105624,Q349339,director,director
Q322664,Q564182,director,director
Q876284,Q1190150,director,NA
Q18126068,Q22007737,director,NA
Q2552002,Q1229038,director,NA
Q6881927,Q277996,director,director
Q4939863,Q6182041,director,director
Q27957954,Q7396005,director,director
Q4996826,Q1386207,director,director
Q1398280,Q6793366,director,NA
Q323318,Q56008,director,director
Q272604,Q7147636,director,NA
Q596844,Q469233,director,screenwriter
Q4765486,Q3417931,director,director
Q623050,Q313190,director,NA
Q27920121,Q133730,director,NA
Q558112,Q41351,director,director
Q498375,Q55400,director,director
Q4739865,Q1449299,director,director
Q2548236,Q2469860,director,director
Q834021,Q119348,director,composer
Q216720,Q59259,director,NA
Q1211672,Q55375,director,director
Q2599979,Q725970,director,director
Q576909,Q3375631,director,director
Q17021837,Q530235,director,director
Q7044825,Q652149,director,NA
Q2486237,Q3469329,director,director
Q4007818,Q1009918,director,director
Q2349553,Q810020,director,NA
Q2267828,Q53016,director,director
Q7522232,Q3199741,director,director
Q20647361,Q45563,director,director
Q1406079,Q298905,director,director
Q6863580,Q469869,director,director
Q18167902,Q383420,director,NA
Q4353419,Q6817037,director,director
Q7078762,Q1381885,director,director
Q5976959,Q16092072,director,director
Q7762531,Q4895805,director,NA
Q470375,Q51545,director,director
Q28065409,Q223687,director,director
Q21476571,Q23761575,director,director
Q2304429,Q703492,director,director
Q2391657,Q727349,director,NA
Q26262168,Q21932340,director,director
Q739509,Q2141212,director,director
Q50861,Q336099,director,NA
Q5401415,Q5559681,director,director
Q4940593,Q468442,director,director
Q3503942,Q3089974,director,director
Q19702742,Q314287,director,NA
Q3717589,Q930168,director,NA
Q696413,Q202597,director,director
Q7775663,Q2885774,director,director
Q3395425,Q3437212,director,director
Q2185303,Q5981334,director,director
Q160618,Q160726,director,NA
Q544747,Q1325171,director,director
Q4829827,Q3319134,director,director
Q2929140,Q3193180,director,NA
Q2704502,Q3482244,director,director
Q2128981,Q2849963,director,director
Q116852,Q56008,director,director
Q753107,Q28941,director,director
Q6399989,Q1607373,director,NA
Q1496227,Q3149575,director,director
Q776472,Q51545,director,director
Q7728820,Q1348309,director,director
Q3209911,Q561255,director,NA
Q3795903,Q939550,director,director
Q468484,Q78924,director,director
Q7439322,Q236656,director,screenwriter
Q370313,Q590853,director,NA
Q19824636,Q13118344,director,NA
Q3523094,Q350717,director,director
Q15040721,Q1523831,director,NA
Q30644050,Q4662709,director,director
Q26720530,Q1344373,director,NA
Q197491,Q433893,director,director
Q6705611,Q2348620,director,director
Q1752194,Q214677,director,NA
Q473579,Q515331,director,director
Q17683124,Q4681612,director,NA
Q2739665,Q55402,director,NA
Q472600,Q345379,director,director
Q1533901,Q759186,director,director
Q820850,Q3741562,director,NA
Q1965370,Q719142,director,NA
Q222018,Q129079,director,director
Q989259,Q419454,director,NA
Q2600271,Q951531,director,screenwriter
Q7979428,Q423313,director,NA
Q7143846,Q56093,director,director
Q13161728,Q3495195,director,director
Q6353285,Q6167643,director,NA
Q1253121,Q1209738,director,NA
Q497082,Q1387617,director,NA
Q770000,Q40035,director,director
Q3987477,Q145422,director,NA
Q1421185,Q423313,director,director
Q5276646,Q964887,director,director
Q3561487,Q5448516,director,director
Q6297094,Q938904,director,screenwriter
Q1219828,Q51535,director,director
Q25217692,Q7156103,director,director
Q16746383,Q5552690,director,director
Q4973260,Q16215797,director,director
Q4842161,Q12459973,director,director
Q141359,Q95143,director,director
Q766089,Q330527,director,director
Q16057084,Q16885644,director,NA
Q2614695,Q211228,director,NA
Q17276718,Q465139,director,director
Q28840410,Q23814,director,NA
Q847530,Q702326,director,director
Q544359,Q174648,director,NA
Q15222789,Q16244304,director,director
Q1961817,Q3568656,director,director
Q7738748,Q358322,director,NA
Q20972685,Q25132,director,director
Q23733,Q7815268,director,director
Q6376279,Q3177322,director,director
Q5569975,Q450720,director,NA
Q1630996,Q103917,director,director
Q3423458,Q3112826,director,director
Q501374,Q455043,director,director
Q5590,Q552780,director,NA
Q1774998,Q55410,director,director
Q3434096,Q945188,director,director
Q3107409,Q457871,director,NA
Q16249647,Q793647,director,director
Q7814701,Q3021147,director,screenwriter
Q1062065,Q76396,director,director
Q117315,Q230448,director,director
Q3821473,Q53015,director,NA
Q2558515,Q149507,director,NA
Q204190,Q4717691,director,NA
Q24883481,Q6150953,director,NA
Q2870396,Q1371306,director,director
Q3025723,Q6414821,director,director
Q14511869,Q25089,director,director
Q5359959,Q55249,director,director
Q221109,Q2446029,director,NA
Q322206,Q4465,director,director
Q1144476,Q53834,director,director
Q797823,Q3161843,director,director
Q5449419,Q1766199,director,NA
Q7492834,Q559774,director,director
Q2457085,Q1174468,director,NA
Q5297271,Q6520598,director,NA
Q816772,Q446580,director,NA
Q7717769,Q1375817,director,director
Q3528290,Q460297,director,NA
Q19872527,Q20685719,director,director
Q221102,Q461315,director,director
Q3140760,Q1291452,director,director
Q2398526,Q52409,director,NA
Q26085,Q55420,director,director
Q7640226,Q32923,director,NA
Q19383310,Q315062,director,NA
Q851120,Q841146,director,director
Q290490,Q309214,director,director
Q6408256,Q3115713,director,director
Q171300,Q735440,director,director
Q4660656,Q3193092,director,director
Q7831579,Q1773566,director,NA
Q1426532,Q504656,director,director
Q7319713,Q16846936,director,NA
Q16394504,Q278970,director,director
Q3419775,Q3417931,director,director
Q219392,Q3469329,director,NA
Q4499335,Q3490844,director,NA
Q16253188,Q327493,director,director
Q3520498,Q500611,director,NA
Q232251,Q104049,director,NA
Q2444986,Q2748620,director,director
Q16249394,Q12736378,director,director
Q1041689,Q315756,director,director
Q1752164,Q558109,director,NA
Q1544187,Q887947,director,director
Q18640182,Q15700898,director,director
Q2962721,Q289645,director,director
Q6956593,Q6167455,director,director
Q4230003,Q7139181,director,director
Q12973447,Q6933616,director,NA
Q463313,Q250545,director,NA
Q1610087,Q2092900,director,NA
Q3337646,Q313566,director,NA
Q5024891,Q6278013,director,director
Q6431292,Q16729175,director,director
Q751382,Q2071,director,NA
Q4820549,Q2280863,director,director
Q220376,Q183141,director,director
Q29025153,Q6374810,director,NA
Q3765015,Q3521531,director,NA
Q18151554,Q44221,director,screenwriter
Q967238,Q987976,director,director
Q16250110,Q6167643,director,director
Q12126051,Q6724633,director,director
Q580869,Q588745,director,director
Q21869309,Q22278497,director,director
Q1962637,Q561332,director,director
Q4342987,Q5234108,director,director
Q16252411,Q12989013,director,director
Q7754608,Q6499321,director,director
Q19580571,Q6932241,director,director
Q15689261,Q1261335,director,NA
Q1759650,Q281249,director,director
Q17417520,Q25089,director,director
Q1795389,Q51114,director,director
Q5226961,Q275133,director,NA
Q1199519,Q727562,director,director
Q4827454,Q3520369,director,director
Q16237849,Q3633946,director,director
Q741105,Q53002,director,screenwriter
Q5610898,Q6833415,director,director
Q18149822,Q271162,director,director
Q5441388,Q1177479,director,director
Q17125180,Q19955930,director,director
Q19726862,Q20091035,director,director
Q721158,Q642942,director,director
Q1534001,Q487408,director,director
Q109135,Q134867,director,NA
Q1197427,Q459349,director,NA
Q644691,Q709580,director,director
Q7339624,Q2160854,director,NA
Q1595847,Q449087,director,director
Q318169,Q1348309,director,director
Q7920010,Q7461020,director,NA
Q23647083,Q16734271,director,director
Q3208917,Q3126966,director,director
Q3465256,Q3191769,director,director
Q39057011,Q6365476,director,director
Q4035912,Q190373,director,NA
Q16246801,Q7635671,director,director
Q873346,Q179463,director,director
Q3473393,Q6881664,director,director
Q3206424,Q453683,director,director
Q685245,Q362061,director,director
Q703977,Q3474009,director,NA
Q2934747,Q51114,director,NA
Q7831591,Q317814,director,director
Q5101169,Q16012073,director,director
Q3089385,Q1282992,director,screenwriter
Q7736581,Q922905,director,NA
Q2246753,Q76398,director,director
Q5026942,Q1606898,director,director
Q7992641,Q3528710,director,screenwriter
Q4053088,Q935609,director,director
Q272860,Q2071,director,director
Q20949898,Q351812,director,NA
Q6315990,Q1066412,director,NA
Q27703144,Q25089,director,director
Q567996,Q6846222,director,director
Q669675,Q103646,director,director
Q281168,Q250627,director,NA
Q8031779,Q165828,director,NA
Q5375802,Q7803256,director,director
Q3312708,Q3630855,director,director
Q2927444,Q5120562,director,NA
Q8076425,Q4502484,director,NA
Q2028403,Q266535,director,director
Q528095,Q346508,director,director
Q593088,Q993165,director,screenwriter
Q3796926,Q55435,director,director
Q28952116,Q6547017,director,NA
Q16252296,Q8062006,director,NA
Q383854,Q1018614,director,director
Q2018199,Q318292,director,NA
Q4765948,Q2721505,director,NA
Q125772,Q853,director,director
Q24933,Q77890,director,director
Q464634,Q4767678,director,director
Q2462383,Q2388576,director,director
Q696042,Q160726,director,director
Q3213113,Q1565403,director,director
Q151904,Q282033,director,director
Q20004187,Q470097,director,NA
Q1462630,Q1342745,director,director
Q1639875,Q51114,director,director
Q1182609,Q552726,director,screenwriter
Q1275068,Q350422,director,director
Q25482,Q7710300,director,director
Q1892083,Q543697,director,director
Q235347,Q328723,director,director
Q7742378,Q7372730,director,screenwriter
Q640979,Q7812350,director,NA
Q27959303,Q59259,director,director
Q6900738,Q6387409,director,screenwriter
Q1517788,Q716460,director,director
Q18346237,Q18124334,director,director
Q4051084,Q1754329,director,NA
Q2539818,Q6500314,director,director
Q5653478,Q378391,director,director
Q26884211,Q530755,director,director
Q5104753,Q7660422,director,director
Q12300227,Q149730,director,director
Q458314,Q217324,director,director
Q1138902,Q435577,director,NA
Q850312,Q1384404,director,director
Q322572,Q7546,director,director
Q22947493,Q6129760,director,director
Q1751461,Q1937093,director,director
Q1199852,Q78666,director,director
Q8028218,Q2157678,director,director
Q839133,Q55422,director,NA
Q848825,Q380252,director,NA
Q7380135,Q6289570,director,director
Q541079,Q349339,director,director
Q931671,Q382389,director,NA
Q7716068,Q6137172,director,NA
Q6079855,Q3122584,director,director
Q19057512,Q20649365,director,director
Q3518999,Q2886797,director,NA
Q13564905,Q4805087,director,director
Q3795562,Q1072843,director,NA
Q2184700,Q5236328,director,NA
Q22260787,Q8873,director,NA
Q19573335,Q16201448,director,director
Q1010082,Q6434855,director,director
Q3901974,Q1414970,director,director
Q27450567,Q358714,director,NA
Q7638655,Q19894714,director,director
Q743367,Q41148,director,director
Q623507,Q329073,director,screenwriter
Q4831866,Q11005355,director,NA
Q6116060,Q1932687,director,NA
Q527880,Q167475,director,director
Q6067860,Q936089,director,director
Q167374,Q965498,director,director
Q1135218,Q702326,director,director
Q1579305,Q4802522,director,director
Q2005779,Q270620,director,director
Q22905746,Q23664851,director,NA
Q2369793,Q1175381,director,director
Q5098449,Q7861955,director,director
Q380803,Q503219,director,NA
Q2851751,Q1156039,director,NA
Q4242495,Q7261235,director,director
Q225093,Q1391329,director,director
Q16254742,Q6713053,director,NA
Q1976473,Q1971498,director,director
Q3223078,Q55393,director,NA
Q3523100,Q434244,director,director
Q15270647,Q20995253,director,director
Q2525792,Q53006,director,NA
Q26060,Q55402,director,NA
Q206497,Q1361200,director,director
Q18352055,Q15981681,director,director
Q3627717,Q5890742,director,screenwriter
Q885110,Q295207,director,director
Q5688590,Q729375,director,screenwriter
Q19630501,Q7130647,director,NA
Q10958845,Q4827411,director,director
Q18128774,Q7285950,director,director
Q761423,Q55465,director,NA
Q426272,Q51114,director,director
Q1141420,Q352948,director,director
Q7105147,Q5657405,director,NA
Q7857883,Q1168358,director,screenwriter
Q657079,Q51559,director,screenwriter
Q18393272,Q48699392,director,director
Q3747310,Q26208,director,director
Q3519706,Q445198,director,director
Q4660762,Q3023111,director,spouse
Q7676947,Q455129,director,director
Q1253219,Q288815,director,director
Q1584444,Q1699742,director,director
Q7749136,Q119348,director,director
Q2419843,Q550717,director,director
Q12124846,Q1501413,director,NA
Q17097948,Q19850621,director,director
Q129044,Q55403,director,director
Q1661276,Q44221,director,director
Q757156,Q51525,director,director
Q6348711,Q3534902,director,director
Q1324737,Q654434,director,director
Q6025694,Q5415348,director,NA
Q794306,Q716310,director,director
Q5066008,Q19661531,director,NA
Q964909,Q2454533,director,director
Q7850528,Q16221118,director,director
Q337905,Q337626,father,father
Q1136201,Q1076578,father,father
Q506466,Q1379932,father,father
Q7800144,Q4260397,father,child
Q232801,Q8058,father,father
Q6403864,Q819017,father,father
Q976433,Q3417500,father,father
Q161582,Q858116,father,father
Q5719637,Q958853,father,father
Q207191,Q7146195,father,father
Q2632251,Q364178,father,father
Q310811,Q173795,father,father
Q2918118,Q591251,father,mother
Q911127,Q7210,father,father
Q2739178,Q708175,father,father
Q1412816,Q5488864,father,father
Q2451872,Q1813030,father,father
Q2707860,Q34105,father,father
Q504,Q3086081,father,father
Q361611,Q1100506,father,father
Q888222,Q887978,father,father
Q1775491,Q1367562,father,mother
Q203007,Q6851383,father,father
Q629759,Q3357798,father,father
Q7335544,Q3094737,father,father
Q5137040,Q114218,father,father
Q1060635,Q359416,father,father
Q15856438,Q2721648,father,father
Q621999,Q2496597,father,father
Q240397,Q186256,father,sibling
Q3534361,Q7532374,father,father
Q661181,Q674931,father,father
Q715936,Q225634,father,father
Q16151616,Q2602307,father,father
Q299400,Q462947,father,father
Q152260,Q151305,father,father
Q103854,Q7085,father,NA
Q241812,Q180455,father,father
Q596078,Q1694755,father,father
Q7106253,Q7106259,father,father
Q6428436,Q24445,father,father
Q16945661,Q955750,father,father
Q77244,Q57161,father,father
Q879176,Q515584,father,father
Q954370,Q965935,father,father
Q3161760,Q5934518,father,father
Q933683,Q240772,father,father
Q433363,Q3362,father,father
Q18002970,Q36812,father,father
Q9181,Q586541,father,father
Q20202184,Q5171089,father,father
Q865111,Q644921,father,father
Q6443482,Q3632712,father,father
Q336832,Q313228,father,father
Q156023,Q254,father,father
Q7356,Q532884,father,father
Q2899130,Q220822,father,father
Q1090279,Q709340,father,father
Q330986,Q957733,father,father
Q7196,Q7192,father,father
Q11341169,Q449008,father,father
Q184854,Q129247,father,father
Q230639,Q313197,father,father
Q5152,Q2372811,father,father
Q3076827,Q335181,father,father
Q313262,Q160337,father,NA
Q1082324,Q2076922,father,sibling
Q6530704,Q435182,father,father
Q5279289,Q84312,father,father
Q2621664,Q244852,father,father
Q1348386,Q924929,father,father
Q1976196,Q3651886,father,father
Q436394,Q3787461,father,father
Q34408,Q380479,father,NA
Q2573564,Q2588669,father,father
Q89280,Q64254,father,father
Q6470274,Q137814,father,mother
Q57164,Q104710,father,father
Q41833,Q41847,father,father
Q2157388,Q70727,father,NA
Q126242,Q10501,father,mother
Q770361,Q308129,father,father
Q262192,Q382339,father,father
Q3953644,Q371263,father,father
Q76167,Q981398,father,father
Q16908175,Q1071598,father,father
Q21872503,Q23883391,father,NA
Q965442,Q7326,father,father
Q4499115,Q6854834,father,NA
Q7427055,Q317832,father,NA
Q5271509,Q705630,father,NA
Q7238622,Q7377511,father,father
Q3382913,Q2957946,father,father
Q2083692,Q355869,father,father
Q1224553,Q33528,father,father
Q156041,Q695735,father,father
Q6760064,Q3314094,father,father
Q21067407,Q4883445,father,father
Q20148,Q197358,father,father
Q235484,Q102140,father,father
Q3536035,Q2720141,father,father
Q3009019,Q30875,father,father
Q245779,Q953878,father,father
Q707808,Q353698,father,mother
Q172056,Q114749,father,father
Q77067,Q44361,father,father
Q1805162,Q297945,father,mother
Q5927936,Q335544,father,father
Q608420,Q1283150,father,father
Q2468400,Q243122,father,father
Q2300199,Q1779164,father,father
Q254654,Q156774,father,father
Q455222,Q159952,father,father
Q430698,Q8060323,father,NA
Q3518417,Q325470,father,father
Q5344322,Q3784972,father,father
Q2176191,Q334861,father,father
Q37103,Q2578633,father,father
Q6730243,Q5744440,father,father
Q258386,Q961521,father,father
Q621416,Q1056509,father,father
Q198208,Q198211,father,father
Q5212022,Q7659267,father,father
Q18681512,Q6039510,father,father
Q23616886,Q21932475,father,father
Q1736803,Q280229,father,father
Q24449771,Q2335145,father,father
Q313005,Q311996,father,NA
Q1149215,Q1327591,father,father
Q6401293,Q7237632,father,father
Q6698263,Q25161,father,father
Q16825188,Q2279439,father,father
Q951503,Q2299858,father,father
Q1041879,Q3818137,father,father
Q23542618,Q5983322,father,father
Q4583,Q7336,father,father
Q4748390,Q325880,father,father
Q10665,Q41117,father,NA
Q7805962,Q57405,father,father
Q221367,Q160341,father,father
Q1135127,Q3813172,father,father
Q459440,Q78454,father,father
Q58020,Q53438,father,father
Q2409375,Q288034,father,father
Q338020,Q3809454,father,father
Q3192579,Q38167,father,mother
Q318476,Q318417,father,father
Q6837881,Q7678089,father,father
Q1216304,Q3041014,father,father
